Region,CharterApplicationId,Year,CouncilNumber,SequenceNumber,Timestamp,DateSubmitted,PmpOverallPoints,PmpOverallLevel,Item8CapitalContributionsCash,Item8CapitalContributionsMaterial,Item8EndowmentContributions,Item8FosContributions,LevelOrdealYouthFinal,LevelOrdealYoungAdultFinal,LevelOrdealAdultFinal,LevelBrotherhoodYouthFinal,LevelBrotherhoodYoungAdultFinal,LevelBrotherhoodAdultFinal,LevelVigilYouthFinal,LevelVigilYoungAdultFinal,LevelVigilAdultFinal,InductedOrdealYouthFinal,InductedOrdealAdultFinal,InductedBrotherhoodYouthFinal,InductedBrotherhoodAdultFinal,InductedVigilYouthFinal,InductedVigilAdultFinal,ElectedCurrentYouthFinal,ElectedCurrentAdultFinal,ElectedPreviousYouthFinal,ElectedPreviousAdultFinal,UnitCountFinal,Item1ElectionsConducted,Item1ElectionsNoEligibleScouts,Item1VisitsConducted,Item3ActivatedYouth,Item9ServiceHours,Section,CouncilName
G      ,3084,2021,322,1,12/13/2021 ,12/12/2021    ,22,High Performing ,0.00                          ,0.00                              ,0.00                        ,"2,500.00            ",20.0,1.0,7.0,14.0,3.0,12.0,2.0,1.0,14.0,15.0,2.0,8.0,2.0,2.0,1.0,21.0,1.0,2.0,0.0,48.0,15.0,6.0,9.0,12.0,120.0,5,Tatanka Anpetu-Wi                            
G      ,3411,2022,322,1,12/22/2022 ,12/21/2022    ,23,High Performing ,125.00                        ,0.00                              ,0.00                        ,"2,500.00            ",28.0,2.0,14.0,19.0,5.0,18.0,1.0,3.0,14.0,20.0,5.0,7.0,2.0,1.0,1.0,30.0,5.0,3.0,0.0,45.0,37.0,24.0,13.0,12.0,151.0,5,Tatanka Anpetu-Wi                            
G      ,2589,2019,324,1,12/20/2019 ,12/19/2019    ,7,None            ,0.00                          ,"2,029.00                        ",0.00                        ,"1,000.00            ",91.0,1.0,22.0,45.0,4.0,39.0,3.0,4.0,35.0,54.0,11.0,21.0,5.0,2.0,1.0,71.0,14.0,30.0,5.0,71.0,27.0,15.0,27.0,1.0,1774.0,5,Golden Sun                                   
G      ,3342,2022,324,1,12/15/2022 ,12/14/2022    ,17,Thriving        ,"1,000.00                    ","1,600.00                        ",0.00                        ,"1,000.00            ",78.0,11.0,22.0,35.0,2.0,26.0,3.0,6.0,29.0,46.0,9.0,19.0,1.0,1.0,1.0,71.0,14.0,14.0,2.0,63.0,38.0,13.0,26.0,11.0,1090.0,5,Golden Sun                                   
G      ,3666,2023,324,1,12/22/2023 ,12/21/2023    ,14,Thriving        ,0.00                          ,950.00                            ,"2,000.00                  ","1,000.00            ",68.0,5.0,17.0,40.0,9.0,34.0,2.0,8.0,35.0,41.0,4.0,22.0,5.0,2.0,1.0,65.0,5.0,17.0,7.0,65.0,59.0,35.0,24.0,10.0,1243.0,5,Golden Sun                                   
G      ,2806,2020,324,1,12/14/2020 ,12/13/2020    ,6,None            ,0.00                          ,"1,100.00                        ",0.00                        ,"1,000.00            ",77.0,3.0,12.0,17.0,5.0,26.0,5.0,5.0,30.0,38.0,4.0,7.0,5.0,4.0,1.0,70.0,4.0,18.0,3.0,65.0,29.0,12.0,28.0,4.0,763.0,5,Golden Sun                                   
G      ,3066,2021,324,1,12/10/2021 ,12/9/2021     ,21,Thriving        ,0.00                          ,"3,900.00                        ",0.00                        ,"1,000.00            ",77.0,6.0,16.0,35.0,3.0,33.0,4.0,7.0,30.0,57.0,6.0,25.0,3.0,3.0,1.0,62.0,8.0,20.0,5.0,68.0,37.0,7.0,30.0,13.0,1120.0,5,Golden Sun                                   
G      ,2785,2020,326,1,12/11/2020 ,12/10/2020    ,6,None            ,0.00                          ,0.00                              ,"2,000.00                  ","7,000.00            ",270.0,40.0,93.0,117.0,43.0,142.0,5.0,24.0,155.0,105.0,18.0,39.0,10.0,8.0,9.0,257.0,38.0,0.0,0.0,187.0,112.0,20.0,40.0,3.0,1208.0,5,Kit-Ke-Hak-O-Kut                             
G      ,3332,2022,326,1,12/14/2022 ,12/13/2022    ,9,None            ,0.00                          ,0.00                              ,"1,000.00                  ","5,750.00            ",214.0,18.0,63.0,72.0,34.0,92.0,2.0,15.0,111.0,105.0,13.0,30.0,6.0,2.0,4.0,182.0,18.0,0.0,0.0,160.0,88.0,28.0,63.0,17.0,975.0,5,Kit-Ke-Hak-O-Kut                             
G      ,3093,2021,326,1,12/14/2021 ,12/13/2021    ,11,None            ,"2,000.00                    ","2,000.00                        ","2,000.00                  ","2,000.00            ",247.0,35.0,73.0,102.0,35.0,108.0,5.0,15.0,141.0,154.0,21.0,56.0,22.0,8.0,8.0,202.0,25.0,0.0,0.0,170.0,112.0,41.0,57.0,18.0,1203.0,5,Kit-Ke-Hak-O-Kut                             
G      ,3610,2023,326,1,12/16/2023 ,12/15/2023    ,15,Thriving        ,0.00                          ,0.00                              ,"1,000.00                  ","3,180.00            ",216.0,32.0,72.0,74.0,33.0,101.0,5.0,12.0,113.0,125.0,16.0,39.0,8.0,7.0,3.0,222.0,23.0,0.0,0.0,155.0,103.0,31.0,69.0,25.0,1281.0,5,Kit-Ke-Hak-O-Kut                             
G      ,2626,2019,326,1,12/24/2019 ,12/23/2019    ,7,None            ,0.00                          ,0.00                              ,"2,000.00                  ","8,725.00            ",324.0,45.0,110.0,143.0,31.0,160.0,7.0,23.0,173.0,186.0,33.0,49.0,12.0,4.0,3.0,288.0,41.0,0.0,0.0,222.0,66.0,20.0,86.0,11.0,1794.0,5,Kit-Ke-Hak-O-Kut                             
